data_prevista;data_entrega;valor_frete;UF_origem;UF_destino;transportadora;tipo_veiculo;status_entrega;dias_atraso
2025-04-12;2025-04-15;3093.57;MT;GO;CargaJá;VUC;entregue;3
2025-04-18;2025-04-17;3409.71;SC;MS;TransRápido;Carreta;adiantada;-1
2025-04-15;2025-04-15;2184.74;BA;RJ;LogMais;Truck;entregue;0
2025-04-03;2025-04-06;3001.19;GO;RS;TransRápido;Carreta;entregue;3
2025-03-26;2025-03-28;1862.71;GO;SP;CargaJá;Carreta;entregue;2
2025-04-12;2025-04-12;2062.3;PE;SC;CargaJá;Carreta;entregue;0
2025-04-22;2025-04-22;840.25;MG;MT;TransRápido;Truck;entregue;0
2025-04-04;2025-04-07;1479.16;ES;GO;FreteCerto;3/4;entregue;3
2025-03-19;2025-03-20;2583.87;SP;RJ;FreteCerto;3/4;entregue;1
2025-03-14;2025-03-16;2770.7;BA;SP;FreteCerto;3/4;entregue;2
2025-04-13;2025-04-16;1482.9;MG;PE;LogMais;3/4;entregue;3
2025-04-18;2025-04-17;1552.72;GO;ES;FreteCerto;Truck;adiantada;-1
2025-04-09;2025-04-12;3030.02;PR;RJ;FreteCerto;Truck;entregue;3
2025-04-06;2025-04-06;3400.84;PR;PE;CargaJá;3/4;entregue;0
2025-02-26;2025-02-27;922.02;MG;GO;FreteCerto;3/4;entregue;1
2025-03-18;2025-03-20;2504.84;MT;BA;FreteCerto;VUC;entregue;2
2025-03-03;2025-03-02;2428.16;MS;RS;LogMais;Truck;adiantada;-1
2025-04-01;2025-04-01;3224.66;PR;GO;FreteCerto;3/4;entregue;0
2025-03-03;2025-03-03;3695.91;BA;PR;LogMais;Truck;entregue;0
2025-03-29;2025-03-31;2216.86;GO;MT;TransRápido;VUC;entregue;2
2025-03-13;2025-03-13;1441.0;MT;RS;FreteCerto;3/4;entregue;0
2025-03-14;2025-03-14;2108.21;MS;SC;TransRápido;Carreta;entregue;0
2025-03-02;2025-03-04;2226.79;GO;SP;CargaJá;VUC;entregue;2
2025-04-08;2025-04-08;3683.66;SC;MG;CargaJá;3/4;entregue;0
2025-04-13;2025-04-12;2118.15;PE;SC;LogMais;VUC;adiantada;-1
2025-03-03;2025-03-05;3129.19;MG;SP;CargaJá;Truck;entregue;2
2025-02-28;2025-02-27;2593.62;RJ;ES;TransRápido;Truck;adiantada;-1
2025-03-20;2025-03-20;2780.31;PE;SC;FreteCerto;3/4;entregue;0
2025-04-05;2025-04-04;3849.53;SP;MT;LogMais;3/4;adiantada;-1
2025-04-05;2025-04-04;3235.54;ES;BA;FreteCerto;VUC;adiantada;-1
2025-02-26;2025-02-26;3132.97;RS;RJ;LogMais;Carreta;entregue;0
2025-03-05;2025-03-05;3524.0;PR;MG;CargaJá;Carreta;entregue;0
2025-03-13;2025-03-12;2116.36;SC;SP;LogMais;3/4;adiantada;-1
2025-04-21;2025-04-22;2902.97;RJ;GO;TransRápido;3/4;entregue;1
2025-03-06;2025-03-06;1791.73;PE;GO;LogMais;Carreta;entregue;0
2025-03-18;2025-03-18;3481.78;RJ;PR;LogMais;3/4;entregue;0
2025-03-04;2025-03-05;2014.01;MG;GO;CargaJá;Carreta;entregue;1
2025-04-23;2025-04-23;3970.75;SP;ES;LogMais;3/4;entregue;0
2025-03-26;2025-03-25;1721.88;BA;SP;LogMais;3/4;adiantada;-1
2025-03-15;2025-03-15;3791.03;GO;PR;TransRápido;Truck;entregue;0
2025-03-05;2025-03-05;1555.78;PR;RJ;FreteCerto;Truck;entregue;0
2025-04-07;2025-04-07;993.76;GO;PE;FreteCerto;Carreta;entregue;0
2025-03-29;2025-03-29;3117.81;SC;PE;LogMais;3/4;entregue;0
2025-03-06;2025-03-07;2188.75;SC;SP;TransRápido;Truck;entregue;1
2025-04-23;2025-04-23;3268.5;MS;BA;TransRápido;Carreta;entregue;0
2025-04-04;2025-04-03;2495.62;PR;MS;TransRápido;VUC;adiantada;-1
2025-03-25;2025-03-27;3165.3;GO;SC;LogMais;Carreta;entregue;2
2025-04-13;2025-04-14;1273.42;RS;RJ;LogMais;3/4;entregue;1
2025-04-09;2025-04-10;3231.4;SP;PE;TransRápido;VUC;entregue;1
2025-03-22;2025-03-23;3743.44;SP;RS;TransRápido;VUC;entregue;1
2025-03-05;2025-03-05;3574.62;SC;MG;FreteCerto;VUC;entregue;0
2025-03-16;2025-03-16;1343.2;MG;RS;FreteCerto;Truck;entregue;0
2025-03-26;2025-03-27;1207.51;RS;GO;LogMais;VUC;entregue;1
2025-03-29;2025-04-01;1957.52;BA;ES;TransRápido;Carreta;entregue;3
2025-03-23;2025-03-22;1274.85;SP;RS;LogMais;Carreta;adiantada;-1
2025-04-13;2025-04-15;2544.44;ES;GO;CargaJá;3/4;entregue;2
2025-03-18;2025-03-18;3247.18;RJ;BA;LogMais;Truck;entregue;0
2025-03-20;2025-03-22;1730.05;MG;PE;LogMais;Truck;entregue;2
2025-04-22;2025-04-21;3469.41;PR;GO;CargaJá;VUC;adiantada;-1
2025-03-08;2025-03-11;1293.4;MT;BA;TransRápido;3/4;entregue;3
2025-04-13;2025-04-13;1381.75;GO;SC;FreteCerto;Carreta;entregue;0
2025-04-10;2025-04-10;3861.34;MS;RS;CargaJá;VUC;entregue;0
2025-04-05;2025-04-08;3526.24;MG;MT;LogMais;3/4;entregue;3
2025-03-29;2025-03-30;3613.39;MG;PE;TransRápido;VUC;entregue;1
2025-04-11;2025-04-12;3752.47;SC;MS;CargaJá;VUC;entregue;1
2025-04-21;2025-04-21;3542.71;RS;PR;FreteCerto;Truck;entregue;0
2025-04-03;2025-04-04;3604.24;PR;GO;CargaJá;Truck;entregue;1
2025-03-16;2025-03-16;3517.91;MT;RS;TransRápido;3/4;entregue;0
2025-03-26;2025-03-29;2163.46;MS;BA;FreteCerto;Truck;entregue;3
2025-03-15;2025-03-16;2905.46;SP;ES;TransRápido;Carreta;entregue;1
2025-04-04;2025-04-04;2564.25;MG;RS;CargaJá;Carreta;entregue;0
2025-03-01;2025-03-01;3645.83;PR;SP;TransRápido;Truck;entregue;0
2025-03-08;2025-03-10;3838.04;PR;SC;FreteCerto;3/4;entregue;2
2025-03-04;2025-03-03;2277.14;SP;MG;CargaJá;Truck;adiantada;-1
2025-04-11;2025-04-12;2912.45;MG;BA;FreteCerto;3/4;entregue;1
2025-04-22;2025-04-24;1779.47;SP;PR;TransRápido;Truck;entregue;2
2025-03-22;2025-03-22;3037.87;RS;PE;FreteCerto;Truck;entregue;0
2025-03-18;2025-03-18;1530.77;GO;MS;LogMais;VUC;entregue;0
2025-04-09;2025-04-11;1320.72;RJ;PR;CargaJá;Truck;entregue;2
2025-03-10;2025-03-11;2830.63;PR;BA;CargaJá;Carreta;entregue;1
2025-03-03;2025-03-04;1883.53;RJ;GO;TransRápido;Truck;entregue;1
2025-03-16;2025-03-19;1268.65;RS;PR;TransRápido;Carreta;entregue;3
2025-04-15;2025-04-18;2882.83;MG;RJ;FreteCerto;Truck;entregue;3
2025-03-15;2025-03-16;891.92;PR;MT;LogMais;Carreta;entregue;1
2025-03-18;2025-03-20;3789.76;PR;BA;FreteCerto;3/4;entregue;2
2025-04-17;2025-04-17;1567.29;BA;PR;LogMais;Carreta;entregue;0
2025-03-01;2025-03-01;2436.44;SP;MT;FreteCerto;VUC;entregue;0
2025-04-03;2025-04-04;2920.5;PE;MT;CargaJá;Truck;entregue;1
2025-03-28;2025-03-27;2054.3;SP;RJ;FreteCerto;VUC;adiantada;-1
2025-03-18;2025-03-17;3163.07;ES;PR;LogMais;Carreta;adiantada;-1
2025-03-07;2025-03-08;3102.38;RJ;MS;TransRápido;VUC;entregue;1
2025-03-07;2025-03-08;3879.29;MG;SP;FreteCerto;VUC;entregue;1
2025-04-01;2025-04-02;2014.75;MG;BA;TransRápido;3/4;entregue;1
2025-03-29;2025-03-31;1515.31;MS;SP;LogMais;3/4;entregue;2
2025-04-16;2025-04-19;2391.9;MG;PE;FreteCerto;3/4;entregue;3
2025-04-05;2025-04-07;3162.92;RS;BA;LogMais;Truck;entregue;2
2025-02-28;2025-02-28;1521.09;PE;GO;CargaJá;Truck;entregue;0
2025-04-06;2025-04-05;2778.29;PR;MS;TransRápido;Truck;adiantada;-1
2025-04-18;2025-04-18;2358.3;PE;RS;LogMais;Carreta;entregue;0
2025-03-05;2025-03-05;919.05;MS;ES;TransRápido;Carreta;entregue;0
2025-04-15;2025-04-15;2614.73;RS;RJ;FreteCerto;3/4;entregue;0
2025-02-24;2025-02-27;3408.29;MG;GO;LogMais;Carreta;entregue;3
2025-03-17;2025-03-20;1788.02;MG;BA;CargaJá;3/4;entregue;3
2025-04-20;2025-04-19;907.42;SP;SC;TransRápido;3/4;adiantada;-1
2025-04-24;2025-04-24;965.05;RJ;MG;TransRápido;3/4;entregue;0
2025-03-28;2025-03-27;2522.97;PE;RJ;LogMais;Truck;adiantada;-1
2025-03-08;2025-03-09;3796.27;MS;SC;CargaJá;3/4;entregue;1
2025-03-16;2025-03-16;3556.08;PE;BA;FreteCerto;Truck;entregue;0
2025-02-27;2025-02-27;1515.06;RJ;MG;FreteCerto;VUC;entregue;0
2025-04-04;2025-04-05;3704.77;MS;RJ;FreteCerto;Truck;entregue;1
2025-03-17;2025-03-17;2071.75;PR;SP;LogMais;3/4;entregue;0
2025-03-08;2025-03-11;1047.76;MS;BA;CargaJá;Truck;entregue;3
2025-03-30;2025-04-02;3800.4;PR;MG;TransRápido;VUC;entregue;3
2025-04-01;2025-04-03;2578.27;SP;PR;TransRápido;Carreta;entregue;2
2025-04-02;2025-04-01;3717.48;SP;RJ;CargaJá;Truck;adiantada;-1
2025-04-10;2025-04-12;1987.93;MT;SC;FreteCerto;Truck;entregue;2
2025-04-17;2025-04-17;997.95;ES;MS;LogMais;Truck;entregue;0
2025-02-27;2025-03-01;2440.74;ES;RS;FreteCerto;VUC;entregue;2
2025-03-11;2025-03-12;2938.54;MS;PE;LogMais;Truck;entregue;1
2025-04-01;2025-04-01;2345.51;MG;RS;TransRápido;Truck;entregue;0
2025-04-05;2025-04-08;2167.81;PE;MS;TransRápido;VUC;entregue;3
2025-04-12;2025-04-12;3030.01;MS;MT;FreteCerto;Truck;entregue;0
2025-04-18;2025-04-18;2025.69;BA;SC;FreteCerto;Carreta;entregue;0
2025-03-12;2025-03-15;1417.44;PR;MG;FreteCerto;Carreta;entregue;3
2025-04-02;2025-04-02;1839.94;GO;SP;FreteCerto;Truck;entregue;0
2025-03-01;2025-03-01;2524.29;GO;RS;LogMais;3/4;entregue;0
2025-03-30;2025-04-02;2433.09;BA;RJ;LogMais;VUC;entregue;3
2025-04-06;2025-04-08;811.29;RJ;GO;LogMais;Carreta;entregue;2
2025-03-16;2025-03-17;2787.31;SP;ES;CargaJá;3/4;entregue;1
2025-03-30;2025-03-30;3170.43;PE;SP;LogMais;Carreta;entregue;0
2025-03-05;2025-03-08;1804.48;PR;MT;CargaJá;VUC;entregue;3
2025-03-10;2025-03-10;2205.37;MS;GO;FreteCerto;3/4;entregue;0
2025-03-13;2025-03-16;2040.06;SP;BA;LogMais;3/4;entregue;3
2025-03-19;2025-03-19;916.66;SC;RJ;TransRápido;Truck;entregue;0
2025-03-27;2025-03-26;3539.55;MT;PE;TransRápido;3/4;adiantada;-1
2025-02-25;2025-02-26;3814.27;SC;BA;CargaJá;Truck;entregue;1
2025-03-31;2025-03-30;3400.12;PE;PR;LogMais;Truck;adiantada;-1
2025-04-17;2025-04-17;3283.19;PR;RJ;CargaJá;3/4;entregue;0
2025-04-17;2025-04-19;1716.69;RJ;PR;FreteCerto;3/4;entregue;2
2025-03-31;2025-03-31;3781.12;MS;PE;FreteCerto;VUC;entregue;0
2025-03-15;2025-03-15;1741.87;BA;RS;FreteCerto;Truck;entregue;0
2025-02-28;2025-02-27;3707.99;PE;GO;FreteCerto;Carreta;adiantada;-1
2025-02-28;2025-03-02;1435.39;RJ;MT;CargaJá;3/4;entregue;2
2025-03-12;2025-03-13;3602.89;SC;GO;LogMais;3/4;entregue;1
2025-03-15;2025-03-15;3890.95;SC;GO;FreteCerto;VUC;entregue;0
2025-03-12;2025-03-11;3469.24;RJ;SC;TransRápido;VUC;adiantada;-1
2025-04-04;2025-04-04;3263.15;SC;ES;FreteCerto;Carreta;entregue;0
2025-03-11;2025-03-10;3037.2;PE;ES;TransRápido;3/4;adiantada;-1
2025-04-05;2025-04-05;2624.73;RJ;MS;TransRápido;Carreta;entregue;0
2025-03-27;2025-03-30;3684.38;PR;MT;TransRápido;3/4;entregue;3
2025-03-14;2025-03-17;1574.66;RJ;ES;FreteCerto;Truck;entregue;3
2025-04-08;2025-04-07;3944.16;SC;GO;FreteCerto;Truck;adiantada;-1
2025-03-03;2025-03-05;3955.1;ES;PR;TransRápido;3/4;entregue;2
2025-02-28;2025-03-03;1057.91;PR;PE;TransRápido;3/4;entregue;3
2025-04-20;2025-04-23;1821.19;BA;MT;LogMais;3/4;entregue;3
2025-03-08;2025-03-09;1024.71;ES;GO;LogMais;3/4;entregue;1
2025-02-25;2025-02-25;3023.31;BA;PE;TransRápido;Carreta;entregue;0
2025-04-17;2025-04-17;3653.03;GO;RJ;TransRápido;Carreta;entregue;0
2025-04-22;2025-04-25;1977.34;RJ;SC;LogMais;Carreta;entregue;3
2025-03-27;2025-03-27;2080.45;PR;MT;LogMais;3/4;entregue;0
2025-04-23;2025-04-23;3291.65;RJ;MG;LogMais;Carreta;entregue;0
2025-04-02;2025-04-04;3720.86;GO;MG;TransRápido;Truck;entregue;2
2025-03-20;2025-03-21;1168.89;BA;MT;CargaJá;Truck;entregue;1
2025-03-25;2025-03-25;950.56;BA;SP;LogMais;3/4;entregue;0
2025-04-01;2025-03-31;1541.57;MS;PR;FreteCerto;3/4;adiantada;-1
2025-03-06;2025-03-06;3223.25;MS;ES;LogMais;Carreta;entregue;0
2025-04-23;2025-04-23;1933.21;MG;BA;LogMais;Carreta;entregue;0
2025-04-17;2025-04-17;3243.55;PE;SP;LogMais;VUC;entregue;0
2025-04-08;2025-04-07;1181.63;PR;BA;FreteCerto;Carreta;adiantada;-1
2025-04-03;2025-04-04;1993.88;MT;SP;TransRápido;3/4;entregue;1
2025-02-28;2025-03-03;3213.13;ES;MT;CargaJá;3/4;entregue;3
2025-04-23;2025-04-23;823.21;MG;ES;LogMais;3/4;entregue;0
2025-04-09;2025-04-09;3118.04;RJ;SC;FreteCerto;VUC;entregue;0
2025-03-11;2025-03-11;3935.68;SC;GO;FreteCerto;3/4;entregue;0
2025-03-31;2025-04-02;3599.29;MT;MS;LogMais;3/4;entregue;2
2025-03-04;2025-03-03;926.89;MG;PE;TransRápido;3/4;adiantada;-1
2025-04-05;2025-04-08;2244.59;MS;BA;CargaJá;3/4;entregue;3
2025-03-30;2025-03-30;859.77;GO;RJ;LogMais;Carreta;entregue;0
2025-03-28;2025-03-30;3929.32;RJ;MG;TransRápido;VUC;entregue;2
2025-03-27;2025-03-27;3394.81;MS;RJ;TransRápido;Truck;entregue;0
2025-04-13;2025-04-16;3819.51;SP;RS;FreteCerto;Truck;entregue;3
2025-03-25;2025-03-26;923.21;BA;MS;FreteCerto;Truck;entregue;1
2025-02-27;2025-02-27;3711.43;SC;PR;TransRápido;Truck;entregue;0
2025-04-03;2025-04-03;3265.43;ES;MT;CargaJá;Truck;entregue;0
2025-03-21;2025-03-21;3589.17;RJ;BA;CargaJá;3/4;entregue;0
2025-04-17;2025-04-20;3009.84;RJ;MS;LogMais;Carreta;entregue;3
2025-03-04;2025-03-07;1206.9;RJ;BA;FreteCerto;Carreta;entregue;3
2025-03-07;2025-03-07;2994.38;MS;PE;CargaJá;VUC;entregue;0
2025-04-12;2025-04-12;1038.52;BA;RS;CargaJá;VUC;entregue;0
2025-03-03;2025-03-03;3660.13;PR;RJ;LogMais;3/4;entregue;0
2025-03-21;2025-03-21;2179.98;MG;PR;FreteCerto;Truck;entregue;0
2025-04-14;2025-04-16;2094.93;PE;SP;FreteCerto;Carreta;entregue;2
2025-04-03;2025-04-04;3002.83;BA;MT;CargaJá;Truck;entregue;1
2025-03-20;2025-03-20;3081.97;MS;RS;CargaJá;Carreta;entregue;0
2025-03-26;2025-03-28;1550.26;SP;RS;TransRápido;3/4;entregue;2
2025-03-03;2025-03-04;3960.95;SP;MS;CargaJá;3/4;entregue;1
2025-03-11;2025-03-10;2703.73;BA;RS;CargaJá;Carreta;adiantada;-1
2025-03-06;2025-03-06;1221.31;GO;SP;FreteCerto;Carreta;entregue;0
2025-03-20;2025-03-23;978.79;GO;RS;FreteCerto;VUC;entregue;3
2025-03-11;2025-03-12;2874.5;BA;PE;LogMais;Carreta;entregue;1
2025-03-14;2025-03-14;3391.18;MS;GO;LogMais;3/4;entregue;0
2025-04-13;2025-04-13;1896.04;PR;PE;CargaJá;3/4;entregue;0
2025-03-13;2025-03-15;3643.11;PE;MG;LogMais;Carreta;entregue;2
2025-03-05;2025-03-08;1884.76;PE;RJ;LogMais;3/4;entregue;3
2025-04-17;2025-04-18;1606.0;RJ;GO;FreteCerto;Carreta;entregue;1
2025-04-09;2025-04-10;2793.25;RJ;MS;TransRápido;VUC;entregue;1
2025-03-20;2025-03-23;2528.81;RJ;PE;CargaJá;VUC;entregue;3
2025-04-01;2025-04-01;1263.7;MS;ES;LogMais;3/4;entregue;0
2025-03-26;2025-03-29;3557.55;SP;SC;TransRápido;3/4;entregue;3
2025-03-27;2025-03-29;2545.2;BA;SP;CargaJá;Carreta;entregue;2
2025-03-30;2025-03-30;2010.55;RJ;MG;TransRápido;Truck;entregue;0
2025-04-23;2025-04-26;3114.32;SC;MS;CargaJá;Carreta;entregue;3
2025-03-08;2025-03-09;886.32;PR;GO;CargaJá;3/4;entregue;1
2025-04-05;2025-04-08;814.44;GO;MG;FreteCerto;3/4;entregue;3
2025-03-03;2025-03-06;967.87;MS;PR;FreteCerto;3/4;entregue;3
2025-03-03;2025-03-03;1784.33;SP;BA;FreteCerto;Truck;entregue;0
2025-02-24;2025-02-26;1913.42;BA;ES;CargaJá;3/4;entregue;2
2025-03-27;2025-03-27;1443.29;MS;ES;CargaJá;VUC;entregue;0
2025-04-10;2025-04-12;1569.39;MT;PR;FreteCerto;Truck;entregue;2
2025-03-10;2025-03-13;1386.22;MS;RJ;TransRápido;3/4;entregue;3
2025-04-10;2025-04-10;889.61;PR;SC;TransRápido;3/4;entregue;0
2025-03-22;2025-03-22;824.45;PR;RJ;TransRápido;Truck;entregue;0
2025-03-10;2025-03-11;2428.03;MG;SC;FreteCerto;Truck;entregue;1
2025-04-24;2025-04-23;1999.24;MT;SC;CargaJá;3/4;adiantada;-1
2025-03-17;2025-03-18;2770.02;BA;MT;TransRápido;3/4;entregue;1
2025-04-02;2025-04-02;1467.07;RS;MG;FreteCerto;Carreta;entregue;0
2025-04-09;2025-04-09;2337.85;GO;RS;LogMais;3/4;entregue;0
2025-04-01;2025-04-03;1809.67;GO;SP;FreteCerto;Truck;entregue;2
2025-03-26;2025-03-26;2704.7;RS;MG;TransRápido;Carreta;entregue;0
2025-03-19;2025-03-19;1467.97;PR;MT;CargaJá;Truck;entregue;0
2025-04-13;2025-04-13;2620.15;MS;SP;LogMais;Truck;entregue;0
2025-04-22;2025-04-25;1529.73;PE;RJ;LogMais;Truck;entregue;3
2025-04-07;2025-04-10;2917.02;ES;MS;TransRápido;3/4;entregue;3
2025-04-14;2025-04-14;1221.08;MT;GO;CargaJá;Carreta;entregue;0
2025-04-14;2025-04-14;2000.64;BA;SC;LogMais;VUC;entregue;0
2025-04-17;2025-04-17;3310.27;PE;GO;FreteCerto;3/4;entregue;0
2025-04-14;2025-04-17;2882.23;PE;SC;TransRápido;Carreta;entregue;3
2025-04-23;2025-04-26;3088.27;GO;MG;CargaJá;3/4;entregue;3
2025-02-28;2025-02-28;1042.62;MS;SP;TransRápido;Carreta;entregue;0
2025-03-07;2025-03-10;838.61;SC;ES;FreteCerto;Truck;entregue;3
2025-04-06;2025-04-07;2782.34;PE;MS;TransRápido;Carreta;entregue;1
2025-03-03;2025-03-03;2713.51;PR;RS;CargaJá;Truck;entregue;0
2025-03-02;2025-03-02;3320.94;RJ;MT;LogMais;3/4;entregue;0
2025-04-13;2025-04-13;899.75;MT;PR;CargaJá;3/4;entregue;0
2025-03-05;2025-03-05;1172.35;RS;MG;CargaJá;VUC;entregue;0
2025-04-14;2025-04-13;3932.18;PE;GO;LogMais;3/4;adiantada;-1
2025-02-25;2025-02-26;2597.03;RS;ES;TransRápido;3/4;entregue;1
2025-04-18;2025-04-19;2988.46;GO;SP;CargaJá;Truck;entregue;1
2025-04-03;2025-04-04;1657.1;SC;BA;FreteCerto;Carreta;entregue;1
2025-03-03;2025-03-03;3940.34;PE;PR;FreteCerto;3/4;entregue;0
2025-02-24;2025-02-24;2078.31;SC;RJ;CargaJá;Truck;entregue;0
2025-03-16;2025-03-17;3675.22;BA;PR;FreteCerto;3/4;entregue;1
2025-04-06;2025-04-06;967.33;GO;RS;TransRápido;VUC;entregue;0
2025-04-06;2025-04-06;1777.42;SP;ES;CargaJá;3/4;entregue;0
2025-03-07;2025-03-10;2610.44;RS;PE;CargaJá;VUC;entregue;3
2025-03-23;2025-03-22;2611.49;ES;GO;LogMais;3/4;adiantada;-1
2025-04-23;2025-04-22;2584.43;MG;MS;LogMais;3/4;adiantada;-1
2025-03-11;2025-03-10;3145.48;MG;ES;TransRápido;VUC;adiantada;-1
2025-04-07;2025-04-07;1521.41;PR;BA;CargaJá;3/4;entregue;0
2025-03-02;2025-03-04;1362.27;PR;RS;TransRápido;Carreta;entregue;2
2025-03-25;2025-03-27;1282.96;ES;MT;TransRápido;VUC;entregue;2
2025-03-03;2025-03-02;1173.35;RS;GO;LogMais;Truck;adiantada;-1
2025-04-13;2025-04-15;3421.82;MT;BA;TransRápido;Truck;entregue;2
2025-03-08;2025-03-10;1260.95;MS;SP;FreteCerto;Truck;entregue;2
2025-04-12;2025-04-11;1160.31;RJ;BA;LogMais;3/4;adiantada;-1
2025-04-15;2025-04-15;1014.45;RJ;RS;CargaJá;Truck;entregue;0
2025-04-24;2025-04-23;848.72;GO;PR;FreteCerto;Truck;adiantada;-1
2025-04-05;2025-04-08;2555.47;MT;RJ;TransRápido;VUC;entregue;3
2025-04-22;2025-04-21;991.5;SP;MG;FreteCerto;3/4;adiantada;-1
2025-03-06;2025-03-09;2982.98;GO;SP;CargaJá;Truck;entregue;3
2025-03-15;2025-03-18;3876.41;PR;PE;FreteCerto;VUC;entregue;3
2025-04-15;2025-04-16;1074.32;PR;RJ;TransRápido;Carreta;entregue;1
2025-03-27;2025-03-28;943.4;MS;BA;CargaJá;Truck;entregue;1
2025-04-01;2025-03-31;3736.97;BA;PE;CargaJá;Truck;adiantada;-1
2025-04-13;2025-04-12;3742.83;SP;PR;FreteCerto;VUC;adiantada;-1
2025-03-30;2025-03-31;3099.54;PE;BA;FreteCerto;VUC;entregue;1
2025-04-12;2025-04-12;1567.41;RJ;MG;LogMais;VUC;entregue;0
2025-04-22;2025-04-22;1923.33;RJ;RS;LogMais;Carreta;entregue;0
2025-04-17;2025-04-17;1278.91;SP;MS;TransRápido;Truck;entregue;0
2025-04-20;2025-04-22;1652.54;MT;RJ;LogMais;3/4;entregue;2
2025-03-13;2025-03-14;3835.55;RS;MS;FreteCerto;Carreta;entregue;1
2025-04-10;2025-04-13;2413.27;SC;GO;TransRápido;VUC;entregue;3
2025-03-22;2025-03-22;3420.51;MT;BA;TransRápido;3/4;entregue;0
2025-04-11;2025-04-11;2193.54;MS;PE;CargaJá;Truck;entregue;0
2025-04-18;2025-04-19;2694.8;RS;BA;LogMais;Truck;entregue;1
2025-03-26;2025-03-26;3910.1;RS;ES;LogMais;Truck;entregue;0
2025-03-27;2025-03-28;1423.4;SP;MT;FreteCerto;3/4;entregue;1
2025-03-24;2025-03-23;3291.21;MT;RS;FreteCerto;Truck;adiantada;-1
2025-04-06;2025-04-05;1795.67;PE;BA;LogMais;Carreta;adiantada;-1
2025-04-23;2025-04-24;852.87;SC;MS;TransRápido;VUC;entregue;1
2025-02-24;2025-02-24;3188.88;RS;MT;LogMais;3/4;entregue;0
2025-02-27;2025-02-27;3386.71;MG;SP;FreteCerto;3/4;entregue;0
2025-03-03;2025-03-05;1804.59;BA;SP;LogMais;3/4;entregue;2
2025-03-30;2025-04-02;3170.72;ES;BA;LogMais;Truck;entregue;3
2025-04-17;2025-04-17;2160.31;SC;RS;FreteCerto;Truck;entregue;0
2025-03-16;2025-03-16;3320.59;PR;BA;CargaJá;Carreta;entregue;0
2025-04-09;2025-04-11;1564.2;SC;RS;LogMais;Truck;entregue;2
2025-03-15;2025-03-15;3082.67;RJ;MS;TransRápido;Carreta;entregue;0
2025-04-16;2025-04-17;1151.32;RJ;MS;CargaJá;Truck;entregue;1
2025-03-26;2025-03-26;1856.38;PE;SP;FreteCerto;VUC;entregue;0
2025-03-14;2025-03-14;3121.36;RS;MT;TransRápido;Carreta;entregue;0
2025-03-25;2025-03-26;2730.8;GO;MT;FreteCerto;VUC;entregue;1
2025-04-21;2025-04-23;3382.07;RJ;SP;TransRápido;Carreta;entregue;2
2025-03-08;2025-03-11;2914.26;GO;RS;FreteCerto;Truck;entregue;3
2025-04-02;2025-04-02;1964.64;PR;RS;CargaJá;VUC;entregue;0
2025-04-19;2025-04-19;1677.46;SC;MT;FreteCerto;Truck;entregue;0
2025-04-15;2025-04-18;1724.66;SP;RJ;FreteCerto;Carreta;entregue;3
2025-03-20;2025-03-23;3175.85;PR;RJ;TransRápido;Truck;entregue;3
2025-03-28;2025-03-27;1718.37;RS;BA;CargaJá;Carreta;adiantada;-1
2025-04-20;2025-04-22;2928.18;ES;BA;LogMais;VUC;entregue;2
2025-03-05;2025-03-05;1519.54;SP;MG;LogMais;Carreta;entregue;0
2025-02-24;2025-02-23;1377.87;RS;MS;LogMais;VUC;adiantada;-1
2025-04-20;2025-04-20;3086.96;MS;MG;CargaJá;Truck;entregue;0
2025-04-22;2025-04-23;1028.87;MG;ES;TransRápido;Truck;entregue;1
2025-04-16;2025-04-17;1677.22;ES;RJ;FreteCerto;Truck;entregue;1
2025-03-07;2025-03-07;1893.32;PE;PR;CargaJá;Carreta;entregue;0
2025-03-10;2025-03-09;2056.99;MT;PR;FreteCerto;Carreta;adiantada;-1
2025-03-23;2025-03-26;3850.66;PE;PR;TransRápido;3/4;entregue;3
2025-04-04;2025-04-04;803.28;MT;RJ;FreteCerto;VUC;entregue;0
2025-03-18;2025-03-18;2052.24;PE;BA;TransRápido;Carreta;entregue;0
2025-03-08;2025-03-11;2183.06;GO;RS;TransRápido;Truck;entregue;3
2025-04-14;2025-04-15;1237.27;MS;SC;CargaJá;Truck;entregue;1
2025-02-26;2025-02-26;3620.22;MS;RJ;LogMais;3/4;entregue;0
2025-04-04;2025-04-04;2358.15;SP;PE;CargaJá;VUC;entregue;0
2025-04-23;2025-04-23;1239.42;PE;MG;TransRápido;3/4;entregue;0
2025-04-09;2025-04-09;2988.75;ES;SC;CargaJá;VUC;entregue;0
2025-03-08;2025-03-08;2827.85;PR;RJ;CargaJá;VUC;entregue;0
2025-04-06;2025-04-09;2925.3;MG;ES;CargaJá;VUC;entregue;3
2025-02-25;2025-02-25;3652.64;ES;SC;TransRápido;Truck;entregue;0
2025-04-20;2025-04-21;3573.28;MS;RJ;CargaJá;Carreta;entregue;1
2025-03-25;2025-03-28;2360.65;PE;ES;TransRápido;VUC;entregue;3
2025-03-13;2025-03-13;3249.76;SC;BA;LogMais;VUC;entregue;0
2025-04-07;2025-04-06;883.65;MS;MG;FreteCerto;3/4;adiantada;-1
2025-03-24;2025-03-23;3619.25;SC;SP;FreteCerto;3/4;adiantada;-1
